,text,label
4302,i had some surprisingly good workouts at the start had a few moments of feeling completely discouraged again when the fast guys were leaving me in their dust then got my s t back together and finished the camp with some great workouts on the hardest and longest days,0
4303,i dont think i have an intense feeling of loss as the definition demands but there are definitely things that continually haunt me and give me a sense of longing,2
4304,i am so fucking sad and angry right now and i feel completely shitty and fucked up,0
4305,i feel like i am the only person reluctant to change,4
4306,i took this photo the room felt peaceful and made me feel hopeful,1
4307,i am feeling so delighted by this gift,1
4308,i get an eerie feeling and then i dont remember if i like the poem or if i am afraid of it,4
4309,i still think clambering about on rocks is mad and dangerous there really is something wonderful about reaching the top of something and looking down feeling a sense of proportion and calm and relief that the way back is all downhill,1
4310,i couldnt leave him three hours away feeling miserable,0
4311,i was totally not expecting to feel like this the last few weeks but now im convinced that my experiment worked,1
4312,i just feel so vulnerable,4
4313,i feel like my husbands affair was my fault insights that might help target blank class republish republish article,0
4314,i suppose that what frustrates me more than anything else is that the rest of the team seem to feel that its ok to do it,1
4315,i can t bring myself to tell them because i feel it might be rude but all the while i am acting even more discourteous,3
4316,my boyfriend and i did not have any contact with each other during the summer holidays i met him the day of the registration and looked through him in the canteen he asked me if i wanted to have a drink and i said no as i did not want him to do me a favour,3
4317,i have been feeling more and more unwelcome,0
4318,i mean i feel rude for saying that i kinda wish it didnt have to end and that they wouldnt come back but i feel really good on my own,3
4319,i am not feeling that energetic today and my breathing is a bit tight today so i have watched christmas movies today my goodness i have just realized how sad that sounds anyway at,1
4320,im living a lie feeling like a fake fraud,0
4321,i feel very surprised that this was something i had never known,5
4322,i dont want him to see or think that im weak or that i have doubts or that im unsure of myself or of him or of anything because whenever i see him feeling unsure or distant or doubtful about shit,4
4323,im feeling angry today,3
4324,i feel comes in more emphasis on bouncy piano riffs like gavin degraw would use,1
4325,i feel it is important to do some handwriting on your scrapbook layouts when you can,1
4326,i got the feeling that he looked at me as if i was something of a curiosity and he was very gentle and respectful,2
4327,i feel relax use all my body keep moving and i feel peaceful and i can give private time to thinking about myself about anything that i interesting,1
